0,272.74656587053875,404.2671608677592,408.4589395003958,402.2607763457402,519.7326238430487,314.2335362433874,643.2953342371172,152.39780401611372,162.1469404261172,124.40333491978593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,273.0235057611029,398.27075705655113,416.1992212156507,403.7771938079768,527.6757956380911,314.94742508758804,650.4026306753066,155.1520851843283,155.62129160942928,127.87413424857297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,265.04715681173644,398.73178287886634,410.973010815291,399.2344762591098,533.0006677963094,319.42522887744764,655.0402516785983,160.0410539078198,147.70911236644082,128.7607280338476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,270.0190127311224,403.43235357860453,415.1058547233111,394.09713495324286,539.3804165316689,315.8050661164043,647.4000278997364,161.82014822586848,151.82391615469714,133.90620850252935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,276.48010110511285,399.8942658782061,414.6745750809794,388.1058601471656,545.7077335627262,319.47662515767365,651.8288891596087,156.82348251594738,156.17285441559494,128.87020919736352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,274.776601240304,394.0318709223489,410.6451823407942,382.92249765677815,543.3603168366832,325.2125138880092,651.6973325485726,150.82429384307858,157.72629324396232,134.75600486499994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,268.7544596321333,397.9815884285468,403.42317328484245,385.50347696173395,548.473431429864,329.8270597243633,659.669902211734,151.32073094221218,149.89497700378772,133.53038324931376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,274.4036230320819,402.22998942131846,407.09005454746745,380.1708777112963,552.3055260410745,324.5602090405071,663.3097347572873,145.97771814883555,150.39871817271074,139.51847666204011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,271.26540926113154,396.71090588694454,413.385424608554,376.4685571371009,544.3067343717306,324.45592982580115,655.7511548095814,147.94321462821492,157.2693231706648,142.59208491069103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,278.11757803851896,393.61423380816615,407.12382626877906,380.20295364190883,540.2463566508001,319.28618614942843,659.790702051933,142.76429990906715,149.74023077186956,144.62024461923284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,285.5330038769632,391.3628018095428,404.4487756972899,385.8575808398314,543.0543551942166,313.66793298662543,658.2035585613054,136.88356451786484,152.91624635484976,150.12715122111697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,292.1060512981785,394.78292085339666,400.56150475845567,380.61352395469436,550.6540805969084,311.7938071198359,655.0126740869194,142.38563405145914,149.54698281843918,144.68522733681874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,284.1203906814607,395.1420013310952,394.7128395162238,376.5197937336827,542.6541245311386,311.773922276729,658.328721245694,136.9253542900421,151.41366583549444,150.5196052525895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,288.3863736329406,400.21775561690794,398.2098181602356,371.12338136486113,536.5595700770203,315.66065977471567,655.3921864235094,131.34418691023438,143.4274815173323,150.87207336524887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,294.17205457034214,396.0739872171351,390.2109858472403,371.22589193054773,529.5646233714181,312.74908282579213,654.793150745808,137.32734246516299,145.11760100046794,156.7366463739732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,301.7041803443495,398.09580156198734,387.8974844947519,365.4822573918371,527.8184864843244,318.6044172192308,647.7845648449619,140.22041083017515,150.1051083811283,161.4278810938439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,296.0483293629662,402.33919456676153,387.39484072709837,371.47040267640534,534.4278979135613,315.2239482703306,644.7420407143004,145.7695516546017,148.18049913011572,167.25166268894094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,303.52526900542233,404.4731223163528,391.0182267895068,366.12110563739697,531.2451691555862,320.7286743016515,652.3513269833295,143.91737620591158,140.69504121892052,165.1345998837565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,305.59933771243635,398.6782746534109,383.35513440697827,364.3982240354089,530.8026980166833,314.7378585515786,648.6311680646234,138.60557473079893,144.12169150161952,159.71286924123612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,313.59854004629034,398.5935478134423,391.3431413998896,364.72663864862704,537.1694210308178,318.37089741862576,641.4569226358908,141.2604266894163,140.72017796160355,165.14349622353402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,308.17460143468827,403.00396169310085,398.84388210778854,362.64022426780815,538.0070170517758,312.40387399740126,640.1720178105757,147.1825313422664,135.79968588377818,169.87437100659818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1050,311.9980309228831,408.27435353419776,396.417493664998,368.35759774761857,536.9030799008358,318.34647393819404,647.5365887908665,149.52597763573985,127.80002692370842,169.9297722155099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,304.5732223794121,410.50832369451757,390.1230638468483,364.6543780388762,529.391854347464,316.2813859228577,639.9363469627026,147.65303013612777,131.37605305121858,164.5625782662807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,296.8038333777679,411.93856298547064,386.82351451068274,370.1202766818481,537.105063103844,314.6892628095959,647.6927823202063,146.1837744805362,133.32460921717797,158.7432776220188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,296.77179840512844,417.93851488030253,380.5254848676993,366.42050132088934,536.1568110325742,308.7315610605782,654.3940421772518,142.9065991824025,133.28326408932793,152.74335775159747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,290.344394619008,414.36608289064645,374.7563094611172,370.57719423828775,543.7458276370769,306.833182759415,659.3458135606454,147.61908022679035,126.96071051750852,149.06718577024867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,290.50838560729426,408.36734363455145,366.9039347103526,369.42986317877444,539.3280810552172,311.8353800031657,667.3373572409254,147.34327838945998,121.68885230364697,144.554234970353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,292.4392590035549,414.1899587651678,362.90906958121246,374.62823716373254,531.3555184217341,311.3388794054371,660.2277684957945,144.59232706678108,128.19534009465775,148.04521038587845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
